A0W1EAR7,San Vicente,Costa Rica
PGUQYCH1,Maodao,China
6XIA59RQ,Pelem,Indonesia
I0LS11Y8,Xinming,China
L6HU0DAT,Siwalan,Indonesia
UWRAJUKJ,Ko Si Chang,Thailand
8U8BLJLN,Warlubie,Poland
3VPNTN6U,Cuauhtemoc,Mexico
N4FYNFFE,Choa Saidān Shāh,Pakistan
M32LII3J,Bucaramanga,Colombia
PMHE9BB3,Kostarea Satu,Indonesia
GH9YY7QI,Kalumpang,Indonesia
Y9QHI2SB,Shuangxiqiao,China
OPS8CR94,Thaton,Myanmar
1YZOOWF6,Jiaoshanhe,China
CP9J82KQ,Nanggela,Indonesia
HMCH123V,Gvozd,Croatia
KOUEZC5X,Ozimek,Poland
7E0XFQVM,Zemlyansk,Russia
2UPC1GXF,Oemanu,Indonesia
YF7431A9,Masis,Armenia
VYPNJE1G,Cikondang,Indonesia
2SJAPBPA,Brusyliv,Ukraine
UNC5WXLH,Jianshe,China
722OPHG8,Volzhskiy,Russia
84UP9LA2,Malhou,Portugal
R1K3YHM1,Mokotów,Poland
6P67569C,Mbuji-Mayi,Democratic Republic of the Congo
GU3A3U13,Tindog,Philippines
QT5F570B,Macabugos,Philippines
3OQZJG5J,Gongjiang,China
4FU9R0ZU,Imperatriz,Brazil
LPJ5A9B0,Qingxi,China
WCVSF7PJ,Dofa,Indonesia
7SRK5NF4,Zhenping Chengguanzhen,China
24KNIRV2,Semikarakorsk,Russia
FR2VOZK1,Lobito,Angola
Z7FUFT6I,Vuka,Croatia
TP361M4W,Manhuaçu,Brazil
JF6PQ56V,Prosyana,Ukraine
9SIO7AEB,El Carmen,Mexico
RK5QBMR0,Las Lomas,Panama
1TEPT4KP,Jerusalem,Israel
EDB09ZG0,Sajan,Serbia
KLG6F2YU,Fangxian,China
S7Y3HZUR,Futuroscope,France
UW0LFB8N,Polos,Indonesia
CJ6ABAGB,Beja,Portugal
RDKOJZ8K,Longping,China
VJNXQSZG,Sofiyivka,Ukraine
1FQQWJUS,Menzel Jemil,Tunisia
GPS66QMO,Kampungruweh,Indonesia
TOYY1JJX,E’zhou,China
KZEFHBIW,Kluczbork,Poland
2S1NFQKU,Berber,Sudan
C9KMEAAZ,Cola,China
L5I4SVZG,Radymno,Poland
CLDEFHHD,Nobinobi,Indonesia
A7L3FRH2,Changbai,China
92HTKOO8,Şabrātah,Libya
KOUXQG71,Kos,Greece
78MTEUAS,Palermo,Italy
Z1Z0TNZ8,Qiaoshi,China
IKOC4AT3,Cassanayan,Philippines
XDPZF913,Skovorodino,Russia
N4IA09E9,Osielsko,Poland
USI1K3PO,Cabodiongan,Philippines
UYBJON2C,São Luiz Gonzaga,Brazil
KRLO9K6H,Pangatikan,Indonesia
HAFKP0VW,Chavusy,Belarus
7950SM1H,Kenamoen,Indonesia
JXM5S495,Arroteia,Portugal
2NZTWHWJ,Bendilmuning,Indonesia
6HMTDK4I,San Manuel,Philippines
XWXB9E2V,Arrentela,Portugal
VSWSOB6V,Nouvelle France,Mauritius
03KWATYR,Lyublino,Russia
D7M0YX67,Coratatal,Indonesia
H1XWCDJR,Mönchengladbach,Germany
O09LT1QT,Ushiku,Japan
JGAM661E,Claver,Philippines
EF68H002,Rancasadang,Indonesia
MYK145NP,Lloydminster,Canada
70IZC9G7,Baima,China
SKJ6OX00,Gadang,Indonesia
OMD5LHCZ,Tangzhuang,China
RGQFSQFF,N'Djamena,Chad
8LANULN6,Šentvid pri Stični,Slovenia
0WX8TULR,Louisville,United States
N5HA4HQN,Lijie,China
A0LRGDXP,Pangapisan,Philippines
BE8QPML5,Semiluki,Russia
G3B5HA72,Nishi-Tokyo-shi,Japan
HQQBJG13,Oleiros,Portugal
DLDOEWGN,Tuban,Philippines
B9DZ37HI,Tintina,Argentina
CLI5QD9J,Hongxing,China
5EGQY1E2,Jeżów,Poland
02KFX8LR,Baicheng,China
QK1GT679,Sharïngol,Mongolia
DBXRWJ0U,São Lourenço da Mata,Brazil
FEPAISRI,Pisaras,Micronesia
K80K578B,Villa Urquiza,Argentina
4PR1XEQF,Cerme Kidul,Indonesia
FEXQMIJO,Chengxiang,China
LH7XQFGS,Chengkan,China
JAH86R43,Si Sa Ket,Thailand
PBLKTTLI,Hāla,Pakistan
QBXW2CXI,Göteborg,Sweden
W055YQJA,Zhuangbu,China
LJUQFHWE,Dalian,China
Q4132YAE,Örebro,Sweden
UCA8EURG,Djibo,Burkina Faso
3VF7Y7D5,Bang Sai,Thailand
6CX1IJAU,Saint-Péray,France
H1783UTU,Castelsarrasin,France
MLV9E9EP,Vinces,Ecuador
MG6J2XM7,Rogongon,Philippines
61GFS9R1,Dalang,China
EO4O2AS8,Tiantang,China
JEHCNNIL,Okpoma,Nigeria
SYLNU4L9,Trąbki,Poland
IHSDYPBO,Jabal os Saraj,Afghanistan
7QO98YVQ,Dupnitsa,Bulgaria
3WAPTJVA,Baćkowice,Poland
24SPRJEL,Angadanan,Philippines
6APJ7W9U,Sunduk,Indonesia
93IXKA18,Roma,Italy
UVOOFNMU,Samacá,Colombia
KAXZB6ST,Itanhandu,Brazil
KF4XQPD1,Ollachea,Peru
Y0XMPKV9,Mandalt,China
24KHHUAB,Majur,Serbia
MKHD4QE8,Hujra,Pakistan
0D3YXYRM,Pontevedra,Philippines
JC8CH3WT,Värnamo,Sweden
2CMRQLNP,Ko Samui,Thailand
EGSDWEVP,Oroqen Zizhiqi,China
U7CO3PZZ,Bengtsfors,Sweden
K3AOVEGD,Maulawin,Philippines
REMW6XYX,Ninh Giang,Vietnam
1RBSMNS3,Palamadu,Indonesia
FBB8SJY1,Carice,Haiti
FXM8EV49,São Mateus do Sul,Brazil
ZONXG5Q9,Talavera,Philippines
X7B2HYT4,Kamirenjaku,Japan
SR67X1LQ,Mabuhay,Philippines
7YR4JP19,Maswa,Tanzania
7B4ZO265,Chunghwa,North Korea
OHZP4QKU,Huichang,China
WFUN8XW4,Khombole,Senegal
UWM0YTSS,Narva-Jõesuu,Estonia
AVAGDFTC,Canavieiras,Brazil
A91J0PPZ,Sambonggede,Indonesia
TQ9V4L7N,Jablonné nad Orlicí,Czech Republic
AKREF8QX,Dongbei,China
X2LPOR01,Charlotte,United States
UVRBKYR9,Nao,Indonesia
0Q62H343,Girón,Colombia
6QQNKWYT,Castanheira,Portugal
DF5EYF1P,Mochumí,Peru
W4ANEXNL,Ad Dilam,Saudi Arabia
5WGHV5KF,Halton,United Kingdom
4A7IH114,East End,United Kingdom
UI6P4ILK,Jinja,Uganda
3AWFBL4E,Jinotega,Nicaragua
ULGEEHNY,Sumurber,Indonesia
J4D4HBMP,Quelimane,Mozambique
KXRQTWOX,Khodasy,Belarus
ZBKRWMS4,Jenggawah,Indonesia
XNXVTSBM,Purda,Poland
6DEUTQQ3,São Sebastião,Portugal
EQQ11T1C,Himi,Japan
VXHUH4E0,Ljungby,Sweden
416FIM9K,Bontang,Indonesia
XMYKMUNE,Pingyang,China
NZVX34BV,Longtanping,China
ZNK8NYEW,Huangtu,China
QFE1BK8M,Dianshui,China
MX0KY1HH,Ciénaga de Oro,Colombia
WBOK0DDT,Eirado,Portugal
31JHXBF7,El Limón,Venezuela
8W5FIY5U,Ipoh,Malaysia
H04LCIX3,Dobre Miasto,Poland
JT5IECPN,North Saanich,Canada
CM40T1SU,Destrnik,Slovenia
3FTZK4FS,Arjona,Colombia
ZDBLWHN5,Lijiazui,China
7GYVHEZ7,Luksuhin,Philippines
9G6FGE6C,Natonin,Philippines
VPMZY4Q6,Dongjian,China
MFX3JKNX,Liverpool,United Kingdom
24D3D3DH,Santa Bárbara,Guatemala
GSM0IIF4,Taiyu,China
FEEL78DP,Angers,France
TJOPAKNQ,Huixian Chengguanzhen,China
ZELL39O2,Houxixi,China
KEQ7VEIK,Borisovka,Russia
FQIM3BA8,Longtang,China
ZJ5WI7QL,Troitskiy,Russia
74VJ0ZLP,Shizikeng,China
JNB13Y0E,Cotuí,Dominican Republic
ZLYLPH8Z,Ludvika,Sweden
Y42ML2MO,Pingpu,China
510IHO0Q,Magoúla,Greece
Q02TN8QS,Gunungkendeng,Indonesia
Z0MX0PSZ,Honolulu,United States
CGUH31B2,Ljungbyholm,Sweden
VUCDECKP,Rio Grande da Serra,Brazil
GDGJDTLH,Rio Claro,Brazil
C58CUETG,Māmu Kānjan,Pakistan
3YRV3DYG,Bergen op Zoom,Netherlands
XV3B16B1,Kurayoshi,Japan
9IT4M2ST,Chenqing,China
QMRQQJOQ,Holoubkov,Czech Republic
YNEM6VUC,Cawalo,Indonesia
HBT9TZAX,Santa Lucia,Philippines
ZDZ31BGJ,Ladysmith,Canada
3YPDNPGD,Dongcheng,China
S6ZPU7N3,Yunping,China
WDWFETUK,Comé,Benin
0L5JYL4Q,Cirumput,Indonesia
3YT5TF0R,Odiong,Philippines
TJKMGHE2,Piru,Indonesia
K5RJZPBI,Cové,Benin
K0WA36V7,Kraljevo,Serbia
ZIP9JPMA,Amucao,Philippines
6MODG6FK,Guacarí,Colombia
JF8HVB4O,Datagon,Philippines
7FH5DR49,Mistrató,Colombia
WJTQL1I1,Kuta,Indonesia
LMLQ7XYK,Gibara,Cuba
U5DJLNN5,Áyios Yeóryios,Greece
375DL9FO,Hebei,China
EUKN9DRP,Ituverava,Brazil
68YMG635,Cikarang,Indonesia
QXXKZ99D,Viimsi,Estonia
V1X2U8UV,Ulaanbaatar,Mongolia
VBZC73UX,Séguéla,Ivory Coast
LR3D1A3P,Fatuhilik,Indonesia
Y35YDTEI,Tomé Açu,Brazil
NNYPA0Z8,Lop Buri,Thailand
OLW4ADZ7,Polzela,Slovenia
Y47N2VZT,Zharkent,Kazakhstan
9YPQ8BTA,Shirochanka,Russia
MJPQLNS5,Pleiku,Vietnam
FLQMGHQ9,Weishan,China
V22KNJ3R,Seixezelo,Portugal
XPQ9FL0R,Macedo de Cavaleiros,Portugal
SFL8GTRE,Bombon,Philippines
25ZMHECG,Mirontsi,Comoros
KEE7VKCZ,Amizmiz,Morocco
EMVNNEHA,Autun,France
IPDFB2RL,Getulio,Philippines
I4RENPXT,Qiujia,China
PIH51W3Z,Laventure,Mauritius
17J3TZFC,Otavalo,Ecuador
KADX4M3Z,Itako,Japan
WBTND5Z5,Paobokol,Indonesia
T34LZ1B6,Tānsen,Nepal
WZK8C93Q,El Rosario,El Salvador
D3SGZ9NH,Fortios,Portugal
4WTC8K5G,Yushu,China
OFGIXBC2,Xinheng,China
UBA3LUBN,Nunguan,Philippines
AUN0VCSD,Gamping Lor,Indonesia
ON42YT7Y,Moss,Norway
6FP0HGTZ,Tomice,Poland
QTZOMU0L,Kaset Wisai,Thailand
L4H7CW7A,El Tablón,Honduras
6QM4U4EY,Bakersfield,United States
WJ8VQ54S,Laojie,China
UDH1FZXP,Bridgewater,Canada
CXRI0ZUE,Zhongxin,China
CWV4ELU4,Balyqshy,Kazakhstan
0YFKU23J,Sosnowiec,Poland
5P216QBA,Shuiyuan,China
HWUFOPUZ,Leninsk,Russia
IDBL09A9,Krotoszyn,Poland
XJ8EY412,Dobruševo,Macedonia
2RJZ321K,Tagana-an,Philippines
QNOZ9CMH,Sokol,Russia
LCC86GLK,Kadaka,Indonesia
NU3H35A6,Trnovska Vas,Slovenia
ADMZS0ME,Övertorneå,Sweden
4DNP0EKA,União dos Palmares,Brazil
OEMJ7EH0,Elliot,South Africa
6M6V9Y1Q,Umbultanjung,Indonesia
Z2NX15ZN,Dolores,Uruguay
98QGE93O,Macia,Mozambique
9VSBE98L,Cimaung Kidul,Indonesia
VQNPRHJ4,Aleksandrów,Poland
HIB4NQ56,La Virgen,Costa Rica
MFUPBSX5,Pīrgaaj,Bangladesh
DXMEEKS3,Quintães,Portugal
FGND8U1A,Trelleborg,Sweden
RWCIZMMO,Xiaomenjia,China
89SR5Q5L,Schroeder,Brazil
CTMFJ33K,Jenang Selatan,Indonesia
YLSL37NW,Sertãozinho,Brazil
EFOS4UHE,Taishanmiao,China
YG447IQ4,Glagahdowo,Indonesia
A4HGKJE6,Palopo,Indonesia
WM3YNSN9,Kopang Satu,Indonesia
XP97RMU1,Kamen,Croatia
AEPCL8PW,Omaha,United States
G9HEQHNL,Ciénaga,Colombia
PO9FE3VD,Lawdar,Yemen
BUUY2N85,Nossa Senhora do Socorro,Brazil
O1MSIZB7,Lelystad,Netherlands
AM2JGBXO,Uberlândia,Brazil
E26LPCKM,Karangwaru,Indonesia
G9QOM1NO,Porto União,Brazil
5D6UJR2J,Zielonka,Poland
AIDXE6LT,Poddębice,Poland
2F2FG07A,Tiang,Indonesia
II8FO2I7,Carvalho,Portugal
7Z1H2IEN,Iniö,Finland
KVDLX6JH,Pristen’,Russia
PAKTHB03,Polje,Bosnia and Herzegovina
BMH0IWJ8,Ban Phan Don,Thailand
79YKSFN9,Tampa,United States
BHNNL6RA,Liuji,China
XGGNBDG5,Yedun,China
4UUV1G0B,Subotica,Serbia
Z95804RU,Şānūr,Palestinian Territory
KNEPKISR,Rengat,Indonesia
2T45K4PQ,‘Aşīrah al Qiblīyah,Palestinian Territory
3NMN0OPT,Des Moines,United States
XTBPXKPR,Chabařovice,Czech Republic
WCMBLR3Z,Kirove,Ukraine
L0ZXPVG7,El Cairo,Colombia
II4LBD8Y,Tsybulevka,Ukraine
DDCPHKDO,Nerchinsk,Russia
O5FLYTQE,Xingtan,China
B6LI15XV,Sindangjawa,Indonesia
LUKC5414,Duluth,United States
0IIC60HA,Baños,Ecuador
ADF3BMUM,Alvesta,Sweden
NJI4HRHA,Lameiras,Portugal
GBKXVDG9,Agraharam,India
5QAEIOAU,Yanggu,South Korea
5HWWLHVN,Kamalasai,Thailand
0TW9DIXX,Ipojuca,Brazil
DJGIY5SX,Oroquieta,Philippines
C70TGXHS,Chahār Burj,Afghanistan
5UCZ3W20,Tambovka,Russia
6ZIHJ4DC,Tarqūmyā,Palestinian Territory
6R7KQGNS,Napel,Indonesia
89UI8IAQ,Tekeli,Kazakhstan
6MWT0Z30,Las Carreras,Bolivia
673EBI8A,Al Wardānīn,Tunisia
4WETWB1R,Listowel,Ireland
DOT6C96E,Matangshan,China
UI6PHNSQ,Ponggok,Indonesia
8N6DOHVX,Zeist,Netherlands
4T22FZSC,Vale Flores,Portugal
OQ8ITLN0,Klutuk,Indonesia
26XOG2QK,Lodja,Democratic Republic of the Congo
X01B458S,Lokolande,Indonesia
PKVC4NUJ,Couço,Portugal
VFBF4TBN,Ehen Hudag,China
MP1QS5XM,Bry-sur-Marne,France
BSFASHXN,Stakhanov,Ukraine
ZLVAZGM6,Rajhradice,Czech Republic
O48JWTK4,Azua,Dominican Republic
TQITENH4,Paris 16,France
HBKJFC97,Dois Córregos,Brazil
A9UMTR2Y,Nankou,China
HICU07Z1,Meixi,China
VB3TJ2PD,Sadek,Vietnam
R2UEY83M,Mukdahan,Thailand
JM6HLK95,Mogapi,Botswana
3PHV8WCI,Nanortalik,Greenland
M2CGPVL0,Warungbuah,Indonesia
NH8I6CY2,‘Attīl,Palestinian Territory
UYCEXIWV,Wangba,China
SJJL5PP8,Longgang,China
WL3UNZMK,Jos,Nigeria
5UM22VTP,Bulag,Mongolia
MQT5TM3I,Komi,Indonesia
DW2U7HRP,Rokytne,Ukraine
4E3G5TR8,Shinan,China
8NNQ8RDR,Saky,Ukraine
UI2TL0LL,San Juan,Mexico
6X4C9OQA,Zaraysk,Russia
9SYYARSZ,Chamalières,France
JEYFWSGW,Tanakbeak Daye,Indonesia
S14EXF7G,Cortez,Philippines
FK3HJORS,Stizhkivs’ke,Ukraine
FBLBKDGS,Puerto Berrío,Colombia
ZFO68JYR,Bolong,Philippines
56KRSB9H,Sidomulyo,Indonesia
NGVQ0EN9,Peña Blanca,Honduras
MPEWD951,Ping’an,China
UA8NK3UF,Chemin Grenier,Mauritius
U7M64W9E,Wenchun,China
DM4L399C,Buenos Aires,Honduras
B9UM77JA,West Hartford,United States
DXDIWZGS,New Panamao,Philippines
ARW573DA,Yaroslavskiy,Russia
AFWFKQVH,Bilüü,Mongolia
RVPS1Q10,Gugut,Indonesia
4ZY8UIR6,Boroon,Philippines
MII6G13I,Vila Fria,Portugal
VTUV3AAC,Prata,Brazil
9BGH3FRD,Sundbyberg,Sweden
TEYP8IYW,Butel,Macedonia
7DU0FSNI,Zengtian,China
2X2U5KR0,Kumla,Sweden
CG6YSXV0,Dole,France
3SQEBHV9,Dioknisi,Georgia
OP462UEH,Kibondo,Tanzania
074DYVNJ,Padangtepung,Indonesia
83O7OT2W,Hacıqabul,Azerbaijan
2E242R1O,Khūgyāṉī,Afghanistan
Z104AZTD,Paltamo,Finland
A7TOJ9HS,Zheleznogorsk,Russia
AMWHZWPE,Kuroishi,Japan
2DKAFAHN,Hamburg,Germany
F55BJBJV,Aíyira,Greece
73JB3OPC,Yashalta,Russia
9EDX52G8,Fengxi,China
C2V520OA,Waterloo,Canada
ZJIPFFI4,Paniqui,Philippines
702WYRRQ,Butuan,Philippines
7MZ53HVJ,Zhangjiayuan,China
7RWBKP2K,Ta’ Xbiex,Malta
7C6ZWQHG,Planaltina,Brazil
OOAFC5CP,Çobansığnaq,Azerbaijan
JHRK55LL,Podgornoye,Russia
ZYRMHRSH,Itapissuma,Brazil
XZX6P7XH,Morioka-shi,Japan
2O94L9BF,Yanqi,China
TZSK2NQE,Cambridge,Jamaica
2GCK60A0,La Mula,Venezuela
D3B3SM3M,Staroderevyankovskaya,Russia
95QAFPAW,Xiaopu,China
JQ9682AM,Enjiang,China
C8Z3UCX1,Pondoktelo,Indonesia
VAYI9VW5,Aparecida,Brazil
MLA2KB7T,Budakovo,Kosovo
VVIVEBSA,Shangjin,China
GRCPCPPC,Encontrados,Venezuela
R20SUICP,Buta Ranquil,Argentina
WL365PH5,Marulanda,Colombia
EISINWHC,Gonghe,China
5R6O9WQP,Tiniguiban,Philippines
MFNULIAJ,Pā’īn-e Bāzār-e Rūdbār,Iran
03VZV92I,Darwin,Argentina
ZCPBTIXW,Phlapphla Chai,Thailand
C98NZSQG,Montecristi,Ecuador
UN5LFUGW,Ribeirão da Ilha,Brazil
QE53NV6J,Kopral,Indonesia
N25UD6RO,Fangxiang,China
UWYCY6K3,Pinaring,Philippines
MNBSRDH0,Ilare,Nigeria
1DQZW7AO,Derventa,Bosnia and Herzegovina
VNENU9PR,Wangren,China
17317U9U,Qianzhou,China
WIQZR05R,Rambouillet,France
RBML0ZQ5,Sergiyev Posad,Russia
L61B7OTL,Donghai,China
IE9L1NOZ,Neob,Indonesia
NSYEO80R,Bol’shaya Setun’,Russia
UNGIJNEI,Wau,Papua New Guinea
PZK016QH,Najd al Jumā‘ī,Yemen
H81N2ZCN,Rędziny,Poland
A2U5JFJ0,Cikiwul Satu,Indonesia
PHAN5K2O,Sceaux,France
CD1YTZ22,Naurskaya,Russia
UHW35H9E,Hirosaki,Japan
9DAT0XWG,Aral,China
R2ZJ3K1T,Usquil,Peru
UCVC2BM6,Sindangheula,Indonesia
29QN27IY,Kanye,Botswana
00P75TCG,Yabrūd,Syria
JFCSAWWJ,Suwalan,Indonesia
IOO0R1Q7,Doro Oo,Indonesia
LJPP7ZL5,Oakland,United States
WBNDYOO2,Safonovo,Russia
NS2E0IQ7,Alis,Peru
46S3Y91L,Donskoye,Russia
E1547H9F,Pameče,Slovenia
AZPZU2UK,Isheyevka,Russia
TN9Y7G2L,Dharān Bāzār,Nepal
4WNV3FPV,Jendouba,Tunisia
D04SOC3D,Caacupé,Paraguay
0SEXCRQD,Klenčí pod Čerchovem,Czech Republic
TJV1Q1NA,Usukhchay,Russia
SUIPQ0OR,Galižana,Croatia
72YUIE1L,Tongxing,China
ZLJX896F,Jiuxi,China
20Q4TAIY,Demir Hisar,Macedonia
K4ZYYZRC,Citundun,Indonesia
AACMQD0U,Taman,Indonesia
6IBLVWUU,Maddela,Philippines
8DBFJHJ0,Kurmanayevka,Russia
05BSR083,Huangcun,China
XZVM61J7,Sourotí,Greece
5RCPT6UE,Dassa-Zoumé,Benin
IABG7GS0,Kaiyuan,China
9TFDMSGM,Almendra,Portugal
JK1JWALQ,Rijswijk,Netherlands
ESUE1SOY,Nova Venécia,Brazil
J68O5EMW,Karangnongko,Indonesia
D82OWFCL,Payxambabazar,China
CHGI1BJU,Siverskiy,Russia
5XWP0ZJB,Iñapari,Peru
8V52DNNN,Opuzen,Croatia
BBXG2FXI,Phúc Thọ,Vietnam
F4ZM08D2,Opatowiec,Poland
NKWI7THC,Mayong,Indonesia
4B7TKI10,Thị Trấn Văn Quan,Vietnam
LUM5V0TV,Leran,Indonesia
MWW7U8MN,Battambang,Cambodia
ECZLQWY4,Engure,Latvia
SLN77B94,Rerawere,Indonesia
KVME1J6M,Kunting,Gambia
82V1GMU6,Östersund,Sweden
KW5FVNL5,Zhongjiapu,China
UW19XJ2U,Cimadang,Indonesia
FC8Y9HNL,Dingbao,China
NZXMP7X9,Ngkiong,Indonesia
BMCYL9FI,Bezlyudivka,Ukraine
4NCM1M2X,Serednye,Ukraine
ACQ1X2W5,Bicesse,Portugal
ENAYP28O,Shangju,China
KWPB17F1,Saint-Jérôme,Canada
7WLVRI1N,Parion,Philippines
QTH0DPE1,Wichian Buri,Thailand
PFBX0ADU,Brejo Santo,Brazil
38M3SMM2,Rukaj,Albania
C766905K,Estância Velha,Brazil
JP5DCNR4,Kushiro,Japan
3KF12KH8,Libuganon,Philippines
1KE2M745,Bolobo,Democratic Republic of the Congo
3GW3RFNI,Valka,Latvia
NW39T10K,Qingping,China
UFSLMG3K,Horní Počaply,Czech Republic
E9ZXBB11,Corpus,Honduras
0R3Q4TMA,Rado,Indonesia
LQ9TU4UW,Grivenskaya,Russia
2RS4YWWD,Novominskaya,Russia
OGTLNAW7,Arrifes,Portugal
3MAU9AWD,Lagos da Beira,Portugal
7YWHPRNJ,Juncheng,China
M3OSQD1L,Potikosin,Indonesia
KYIEZWXJ,Pasiripis,Indonesia
I49NIRCP,Zhongguan,China
N641ZZNX,Si That,Thailand
9S7T1Y02,Sacotes,Portugal
HWDSJQY4,Zitong,China
P920E4T9,Miyako,Japan
E2WELVPP,Nueva Loja,Ecuador
KPNF2KE1,Kańczuga,Poland
K1A76NGP,Voyinka,Ukraine
00YJ9MO3,Lipník nad Bečvou,Czech Republic
OO6PPNI8,Amiens,France
7VQRHJ3Z,Črenšovci,Slovenia
NDMYCZTQ,Pulau Pinang,Malaysia
94D3WT2A,Noşratābād,Iran
ACUOG403,Ilām,Nepal
1W78ZHZK,Kangar,Malaysia
8YIOB281,Ceranów,Poland
D96X4PYM,Ağdaş,Azerbaijan
GGNQ6ZAN,Monroe,United States
TKR3HCMG,Xihanling,China
YK76SIAH,Yuhuazhai,China
398WX6RA,Pedrogão,Portugal
KWUP5HYW,Shahr-e Qods,Iran
TZCKNJRY,Ibshawāy,Egypt
5NQHLVKA,Nynäshamn,Sweden
EY61SRLR,Cunén,Guatemala
0TKHFASN,Horana South,Sri Lanka
R7KIVOL4,Farsta,Sweden
2XZIADQZ,Xinquan,China
9O6804GK,Punat,Croatia
RPKK13ZZ,Višnjevac,Croatia
NWJ4RREL,Quibdó,Colombia
X8RTE6W9,El Tambo,Colombia
V5KQNFX5,Colmeal,Portugal
CPVTNI9A,Aţ Ţaybah,Palestinian Territory
O33AXXVR,Ostrów Wielkopolski,Poland
TKENCWBL,Jagüey Grande,Cuba
RFTOWAEI,Gandoang,Indonesia
SJD9O2KM,Pilzno,Poland
9NX04NAS,Georgiyevsk,Russia
6NECH0GW,Panyingkiran,Indonesia
25H859CA,Kallithéa,Greece
908X8NQ0,Bandar-e Māhshahr,Iran
M2R4Q0YN,Medvedevo,Russia
OSKRMB3R,Carregal,Portugal
CL3KRY4J,Kembé,Central African Republic
YXDOT8XI,Radekhiv,Ukraine
VQ8EDXQA,Huyang,China
H7QEZN7W,Chengyang,China
O1F3K44U,Jiayuguan,China
39SPMLR1,Fray Luis A. Beltrán,Argentina
3E8WNV8B,Sịa,Vietnam
2FPINL53,Puerto Cabezas,Nicaragua
H0IHAPDS,Gambang,Malaysia
DQW9SX3G,Baoshui,China
S5BEUJM1,Hongchang,China
RL7RQNHW,Núi Đối,Vietnam
TYYAJPDU,Bor Ondor,China
2CN3RXEB,Mikrókampos,Greece
A8CGEPSJ,Gorki Vtoryye,Russia
JX7D600G,Straszydle,Poland
73DUING6,Mangas,Peru
XXKJZ8DP,Krasica,Croatia
79EF3UFX,Ikang,Nigeria
XI9S6ADT,Goascorán,Honduras
C9BI2ZQI,Pedraza La Vieja,Venezuela
UY1JAFQY,Zhendeqiao,China
N75MBQR0,Cuchumbaya,Peru
YXC7JY8M,Gabao,Philippines
WMX6AA80,Aksha,Russia
BWNOMLUA,New Pandanon,Philippines
9W4OHF7R,Fratar,Albania
W5HL3DXC,Xinyuan,China
U5YHNDQ7,Montería,Colombia
IMGTYQBO,Wasior,Indonesia
TX3EGAHN,Nagbukel,Philippines
PXD7QKVS,Campo Belo,Brazil
57G3A6YM,Parnamirim,Brazil
G7Y7TK1Q,Velyka Lepetykha,Ukraine
VXCI68I2,Vale de Rolas,Portugal
U3T81A72,Yevpatoriya,Ukraine
RAABKCT3,Yangjiaping,China
NNFE1YX9,Banaran,Indonesia
Q4S3M9JA,Vancouver,United States
ZSBP496V,Kant,Kyrgyzstan
404TIVVS,Quilmaná,Peru
I2P3PRLJ,Miura,Japan
KVD8NHSP,Urzuf,Ukraine
UL6ACYZF,Corralito,Argentina
W5RKBARR,Fūman,Iran
HMXTB93G,Wolonio,Indonesia
DFS3TJ2L,San Celestio,Philippines
MF28MC58,Lapai,Nigeria
ABMMNGX9,Soraya,Peru
9Z03OWWQ,Huangge,China
8W2XEOZ4,Mutum Biyu,Nigeria
AB9643CL,Itapecuru Mirim,Brazil
GFFMTN0V,Ilhabela,Brazil
BK3XOTFM,Goya,Argentina
NYUS58TI,Santo Domingo Este,Dominican Republic
6BUHTL91,Tuy Phước,Vietnam
PF8TZYSH,Campraksanta,Indonesia
MMT0Q3EO,Nama,Philippines
OI7BZL76,Thành Phố Nam Định,Vietnam
622NFVY9,Paulínia,Brazil
70HEVKS8,Katy,United States
11KXEOWY,Fengyan,China
NSN1RKLT,Capanema,Brazil
00SJJASK,Salanegara,Indonesia
KZGSPL0U,Villa Dolores,Argentina
7DOQ6985,Várzea Alegre,Brazil
2F2F0R3E,Bragança Paulista,Brazil
62A22H8H,Wenceslao Escalante,Argentina
D1UUW1CH,Armopa,Indonesia
TR1H8L2K,Xiapu,China
3W19L0I3,Labé,Guinea
K8P1PF3O,Zijin,China
48LXK5JN,Maicao,Colombia
VH5OJ0F4,Orito,Colombia
25NATAFV,Fengqiao,China
P78T30RI,Fulu,China
4MD9MACD,Gonayiv,Haiti
XDOG2DDF,Peterhof,Russia
6AUDLE17,Moussoro,Chad
VGTIWLVV,Agat Village,Guam
V522OQ96,Unión,Argentina
5HVTJXGG,Bitica,Equatorial Guinea
O53NQ079,Xiashitai,China
YD8BIQ14,Tetandara,Indonesia
V64W7WBX,Halden,Norway
QCZOJ2UI,Paris 13,France
UIO9FYCN,Xingou,China
NCAQ3NYM,Balkanabat,Turkmenistan
HBNY0UFL,Popil'nya,Ukraine
7ETSV87C,Thākurgaon,Bangladesh
SRA0L535,Marne-la-Vallée,France
BSIVP5N8,Prigi,Indonesia
437DU3F3,Gowurdak,Turkmenistan
ADCQV824,Zhetang,China
0OPNN3US,Kovel’,Ukraine
4K9P0G2S,Oldřišov,Czech Republic
5XUH24LD,Jaba‘,Palestinian Territory
HRZ3PKDX,Huangkeng,China
3QB4SEIU,Jagodnjak,Croatia
X2F7DTOZ,Karlstad,Sweden
L9LWDI2T,Bilje,Slovenia
O9P5U5LD,Waeng Yai,Thailand
71NI1ZAE,Kayar,Senegal
